index,ids,type,target_group,address,nuts3,owner,scale of_service,form_of_service,capacity,tel,mail,web,name_of_stat,name_of_stat_ast,date_of_reg,date_of_exclusion,sector,muni,type_en,fos_en,owner_en
360,"Slovenský červený kríž, územný spolok Trebišov, M. R. Štefánika 2368/176, 075 01 Trebišov, IčO: 00416274",zariadenie opatrovateľskej služby,Fyzická osoba – hluchoslepá; Fyzická osoba nepočujúca; Fyzická osoba s Parkinsonovou chorobou; Fyzická osoba s telesným postihnutím; Fyzická osoba so schizofréniou; Fyzická osoba so zrakovým postihnutím; Fyzické osoby drogovo závislé;  resp. závislé od iných návykových látok; Fyzické osoby s Alzheimerovou chorobou; Fyzické osoby s demenciou; Fyzické osoby s organickým psychosyndrómom,"Hviezdoslavova 3203/1, 07501 Trebišov",Košický kraj,neverejný poskytovateľ,určitý čas,pobytová - ročná,30,NULL,NULL,NULL,Mgr. Zuzana Bocsár Hajduová,Mgr. Zuzana Bocsár Hajduová,07/07/2009 00:00,NULL,Trebišov,Trebišov,nursing care facility,residential,privately owned
162,"Teresa Benedicta, Námestie Jána Pavla II. 6073/7, 071 01 Michalovce, IčO: 31313680",zariadenie podporovaného bývania,Zdravotne postihnutí občania,"Paričovská 2745/116, 07501 Trebišov",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,14,NULL,NULL,NULL,Peter Novysedlák,Mgr.Ján Varga,03/07/2009 00:00,NULL,Trebišov,Trebišov,supported housing institution,residential,privately owned
187,"LUX, n. o., Opatovská cesta 1783/97, 040 01 Košice-Vyšné Opátske, IčO: 35581352",zariadenie podporovaného bývania,Fyzická osoba s mentálnym postihnutím; Fyzická osoba s telesným postihnutím,"Opatovská 97, 04001 Košice-Vyšné Opátske",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,20,NULL,NULL,NULL,Mgr. Richard Schneider,Mgr. Dana Žižaková,14/07/2009 00:00,NULL,Košice,Košice,supported housing institution,residential,privately owned
774,"Obec Zemplínske Hradište, Obecná 392/11, 076 01 Zemplínske Hradište, IčO: 00332208",opatrovateľská služba,Seniori,"Obecná 392/11, 07601 Zemplínske Hradište",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Ján Oláh,Mgr. Marianna Ninačová,24/02/2012 00:00,NULL,SK HOBO CORE,Zemplínske Hradište,nursing service,field,municipality owned
29,"Mestská čas Košice - Džungľa, člnková 2491/27, 040 01 Košice-Džungľa, IčO: 00691097",terénna sociálna služba krízovej intervencie,Fyzická osoba v krízovej situácii alebo v inej obtiažnej životnej situácii,Okres Košice I,Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,"Ing.,Mgr. Adriana Balogová",Mgr. Svetlana Keltošová,02/10/2015 00:00,NULL,Košice,Košice,field social crisis intervention service,field,municipality owned
224,"Mestská čas Košice - Džungľa, člnková 2491/27, 040 01 Košice-Džungľa, IčO: 00691097",terénna sociálna služba krízovej intervencie,Fyzická osoba v krízovej situácii alebo v inej obtiažnej životnej situácii,Okres Košice IV,Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,"Ing.,Mgr. Adriana Balogová",Mgr. Svetlana Keltošová,02/10/2015 00:00,NULL,Košice,Košice,field social crisis intervention service,field,municipality owned
419,"Mestská čas Košice - Džungľa, člnková 2491/27, 040 01 Košice-Džungľa, IčO: 00691097",terénna sociálna služba krízovej intervencie,Fyzická osoba v krízovej situácii alebo v inej obtiažnej životnej situácii,Okres Košice II,Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,"Ing.,Mgr. Adriana Balogová",Mgr. Svetlana Keltošová,02/10/2015 00:00,NULL,Košice,Košice,field social crisis intervention service,field,municipality owned
7,"Mestská čas Košice - Džungľa, člnková 2491/27, 040 01 Košice-Džungľa, IčO: 00691097",terénna sociálna služba krízovej intervencie,Fyzická osoba v krízovej situácii alebo v inej obtiažnej životnej situácii,Okres Košice III,Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,"Ing.,Mgr. Adriana Balogová",Mgr. Svetlana Keltošová,02/10/2015 00:00,NULL,Košice,Košice,field social crisis intervention service,field,municipality owned
550,"ReSocia, n. o., Petrovce 2, 07262 Petrovce, IčO: 35581727",zariadenie podporovaného bývania,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Svätoplukova 28, 04001 Košice-Staré Mesto",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,6,NULL,NULL,NULL,Ing. Viliam čičvák,PhDr. Jana Treščáková,19/09/2011 00:00,NULL,Košice,Košice,supported housing institution,residential,privately owned
504,"VIA LUX - Domov sociálnych služieb a zariadenie pre senoirov, Andraščíkova 416/2, 040 17 Košice-Barca, IčO: 00696854",špecializované zariadenie,Fyzická osoba s Alzheimerovou chorobou;  fyzická osoba s demenciou;  fyzická osoba s organickým psychosyndrómom; Fyzická osoba s inými špecifickými ochoreniami; Fyzická osoba s Parkinsonovou chorobou,"Andráščikova 2, 04017 Košice-Barca",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,40,NULL,NULL,NULL,JUDr. Vojtech Hintoš,PhDr. Kristína Cibríková,16/12/2009 00:00,NULL,Košice,Košice,specialized institutions,residential,owned by self-governing region
256,"ARCUS - Špecializované zariadenie a zariadenie pre seniorov, Skladná 206/4, 040 01 Košice-Juh, IčO: 35538562",špecializované zariadenie,Fyzická osoba s Alzheimerovou chorobou;  fyzická osoba s demenciou;  fyzická osoba s organickým psychosyndrómom; Fyzická osoba s Parkinsonovou chorobou,"Skladná 4, 04001 Košice-Juh",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,140,NULL,NULL,NULL,JUDr. Vojtech Hintoš,Mgr. Ružena Miňová,02/07/2009 00:00,NULL,Košice,Košice,specialized institutions,residential,owned by self-governing region
480,"LUMEN - Špecializované zariadenie, zariadenie pre seniorov a domov sociálnych služieb, Jilemnického 1707/1, 075 01 Trebišov, IčO: 00035777",útulok,Rodina (jednotlivec) s maloletým dieaom,"J. Jesenského 449/83, 07501 Trebišov",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,15,NULL,NULL,NULL,PaedDr. Štefan čarný,Mgr. Klaudia Halasová,02/07/2009 00:00,NULL,Trebišov,Trebišov,shelter,residential,owned by self-governing region
381,"Jeseň-Košice n.o., Alvinczyho 1845/2B, 040 01 Košice-Staré Mesto, IčO: 45746982",zariadenie pre seniorov,Seniori; Zdravotne postihnutí občania,"Alvinczyho 1845/2B, 04001 Košice-Staré Mesto",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,40,NULL,NULL,NULL,Martina Torkošová,Mgr. Martina Kimáková,23/09/2015 00:00,NULL,Košice,Košice,facility for seniors,residential,privately owned
646,"Arcidiecézna charita Košice, Bočná 417/2, 040 01 Košice-Staré Mesto, IčO: 35514027",zariadenie pre seniorov,Seniori,"Južná trieda 1549/2, 04001 Košice-Juh",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,56,NULL,NULL,NULL,Ing. Cyril Korpesio,Mgr. Katarína Seidlová,01/07/2009 00:00,NULL,Košice,Košice,facility for seniors,residential,privately owned
494,"FAMILIA n.o., Maloidanská 295/9, 040 15 Košice-Šaca, IčO: 45740976",zariadenie pre seniorov,Seniori,"Maloidanská 295/9, 040 15 Košice-Šaca",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,14,NULL,NULL,NULL,Milan Ondrejčo,Mgr. Adriana Dudášová,24/06/2013 00:00,NULL,Košice,Košice,facility for seniors,residential,privately owned
408,"Bethesda Senior, n.o., Žriedlová 3304/3, 040 01 Košice-Staré Mesto, IčO: 35582871",zariadenie pre seniorov,Seniori,"Macákova 1, 04011 Košice-Lorinčík",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - ročná,37,NULL,NULL,NULL,JUDr. Daniela Albertová,JUDr. Dana Husáková,31/08/2016 00:00,NULL,Košice,Košice,facility for seniors,residential,privately owned
193,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",útulok,Občania v krízovej situácii; Rodiny s demi,"Adlerova 4, 04022 Košice-Dargovských hrdinov",Košický kraj,zriadený alebo založený obcou/mestom,určitý čas,pobytová - ročná,51,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,shelter,residential,municipality owned
673,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",zariadenie núdzového bývania,Občania v krízovej situácii,"Adlerova 4, 04022 Košice-Dargovských hrdinov",Košický kraj,zriadený alebo založený obcou/mestom,určitý čas,pobytová - ročná,51,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,emergency housion facility,residential,municipality owned
729,"Stredisko sociálnej pomoci mesta Košice, Garbiarska 1082/4, 040 01 Košice-Staré Mesto, IčO: 00696871",zariadenie opatrovateľskej služby,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Južná trieda 2301/23, 04001 Košice-Juh",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,pobytová - ročná,12,NULL,NULL,NULL,Mgr. Zdena Sloviková,"JUDr.,PhDr. Martina Netolická",14/08/2009 00:00,NULL,Košice,Košice,nursing care facility,residential,municipality owned
104,"Stredisko sociálnej pomoci mesta Košice, Garbiarska 1082/4, 040 01 Košice-Staré Mesto, IčO: 00696871",zariadenie pre seniorov,Fyzická osoba po dosiahnutí dôchodkového veku,"Garbiarska 1082/4, 04001 Košice-Staré Mesto",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,pobytová - ročná,188,NULL,NULL,NULL,Mgr. Zdena Sloviková,"JUDr.,PhDr. Martina Netolická",14/08/2009 00:00,NULL,Košice,Košice,facility for seniors,residential,municipality owned
410,"LUX, n. o., Opatovská cesta 1783/97, 040 01 Košice-Vyšné Opátske, IčO: 35581352",domov sociálnych služieb,Fyzická osoba s mentálnym postihnutím; Fyzická osoba s telesným postihnutím; Fyzická osoba so schizofréniou,"Opatovská 97, 04001 Košice-Vyšné Opátske",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - týždenná,12,NULL,NULL,NULL,Mgr. Richard Schneider,Mgr. Dana Žižaková,14/07/2009 00:00,NULL,Košice,Košice,home of social services,residential,privately owned
574,"Agentúra podporovaného zamestnávania Somotor, n.o, Agátová 226/2, 076 35 Somotor, IčO: 35581166",nocľaháreň,Občania v krízovej situácii,"Obchodná 38, 076 35 Somotor",Košický kraj,neverejný poskytovateľ,neurčitý čas,pobytová - týždenná,2,NULL,NULL,NULL,Adriana Ogou,"JUDr.,Mgr. Ladislav Rovinský",20/01/2010 00:00,NULL,SK HOBO CORE,Somotor,Dormitory room,residential,privately owned
429,"DOMKO - Domov sociálnych služieb, Park Mládeže 632/3, 040 01 Košice-Sever, IčO: 00696986",domov sociálnych služieb,Fyzická osoba s inými špecifickými ochoreniami; Fyzická osoba s mentálnym postihnutím; Fyzická osoba s telesným postihnutím,"Park mládeže 3, 04001 Košice-Sever",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - týždenná,10,NULL,NULL,NULL,Ing. Vladimír Pauco,PhDr. Danica Klusková,01/07/2009 00:00,NULL,Košice,Košice,home of social services,residential,owned by self-governing region
300,"Agentúra podporovaného zamestnávania Somotor, n.o, Agátová 226/2, 076 35 Somotor, IčO: 35581166",sociálne poradenstvo - základné,Občania v krízovej situácii,"Obchodná 38, 076 35 Somotor",Košický kraj,neverejný poskytovateľ,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Adriana Ogou,Mgr. Ladislav Rovinský,20/01/2010 00:00,NULL,SK HOBO CORE,Somotor,social counselling - basic,ambulant,privately owned
69,"Mesto Trebišov, M. R. Štefánika 862/204, 075 01 Trebišov, IčO: 00331996",práčovňa,Občania v krízovej situácii,"Medická 2374/2, 07501 Trebišov",Košický kraj,obec/mesto,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,PhDr. Marek čižmár,Mgr. Demjanová Henrieta,30/09/2009 00:00,NULL,Trebišov,Trebišov,laundry,ambulant,municipality owned
601,"Obec Slanec, Hlavná 55/114, 044 17 Slanec, IčO: 00324728",opatrovateľská služba,Seniori,"Hlavná 55/114, 044 17 Slanec",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Ladislav  Harda,Ladislav Harda,09/06/2010 00:00,NULL,SK HOBO CORE,Slanec,nursing service,field,municipality owned
495,"AKADEMIK SMŠ, s. r. o., Varšavská 2488/12, 040 13 Košice-Sídlisko ahanovce, IčO: 52752178",zariadenie starostlivosti o deti do troch rokov veku dieaa,Rodina s dieaom do troch rokov veku,"Boženy Nìmcovej 1, 04001 Košice-Sever",Košický kraj,neverejný poskytovateľ,neurčitý čas,ambulantná,8,NULL,NULL,NULL,Mgr. Ivana Váhovská,Mgr. Ivana Váhovská,02/09/2020 00:00,NULL,Košice,Košice,childcare facility for children under three years,ambulant,privately owned
505,"3Limes s. r. o., Masarykova 1652/14, 040 01 Košice-Staré Mesto, IčO: 52932770",zariadenie starostlivosti o deti do troch rokov veku dieaa,Rodina s dieaom do troch rokov veku,"Masarykova 1652/14, 04001 Košice",Košický kraj,neverejný poskytovateľ,neurčitý čas,ambulantná,12,NULL,NULL,NULL,Mária Dorová,Mgr. Terézia Ondíková,10/08/2020 00:00,NULL,Košice,Košice,childcare facility for children under three years,ambulant,privately owned
786,"Tokárová Ivona, ahanovské riadky 3690/13, 040 01 Košice-Sever",zariadenie starostlivosti o deti do troch rokov veku dieaa,Rodina s dieaom do troch rokov veku,"Humenská 51, 04011 Košice-Západ",Košický kraj,neverejný poskytovateľ,určitý čas,ambulantná,15,NULL,NULL,NULL,NULL,Ivona Tokárová,23/02/2018 00:00,NULL,Košice,Košice,childcare facility for children under three years,ambulant,privately owned
118,"DOMKO - Domov sociálnych služieb, Park Mládeže 632/3, 040 01 Košice-Sever, IčO: 00696986",domov sociálnych služieb,Fyzická osoba s inými špecifickými ochoreniami; Fyzická osoba s mentálnym postihnutím; Fyzická osoba s telesným postihnutím,"Park mládeže 3, 04001 Košice-Sever",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,60,NULL,NULL,NULL,Ing. Vladimír Pauco,PhDr. Danica Klusková,01/07/2009 00:00,NULL,Košice,Košice,home of social services,ambulant,owned by self-governing region
174,"VIA LUX - Domov sociálnych služieb a zariadenie pre senoirov, Andraščíkova 416/2, 040 17 Košice-Barca, IčO: 00696854",požičiavanie pomôcok,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Andraščíková 2, 04017 Košice-Barca",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,JUDr. Vojtech Hintoš,Mgr. Darina Vargová,16/12/2009 00:00,NULL,Košice,Košice,rental of devices,ambulant,owned by self-governing region
656,"LUMEN - Špecializované zariadenie, zariadenie pre seniorov a domov sociálnych služieb, Jilemnického 1707/1, 075 01 Trebišov, IčO: 00035777",požičiavanie pomôcok,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Jilemníckeho 1707/1, 07501 Trebišov",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,PaedDr. Štefan čarný,Bc. Dagmar Rusnáková,02/07/2009 00:00,NULL,Trebišov,Trebišov,rental of devices,ambulant,owned by self-governing region
743,"ARCUS - Špecializované zariadenie a zariadenie pre seniorov, Skladná 206/4, 040 01 Košice-Juh, IčO: 35538562",požičiavanie pomôcok,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Skladná 4, 04001 Košice-Juh",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,JUDr. Vojtech Hintoš,Mgr. Ružena Miňová,02/07/2009 00:00,NULL,Košice,Košice,rental of devices,ambulant,owned by self-governing region
138,"VIA LUX - Domov sociálnych služieb a zariadenie pre senoirov, Andraščíkova 416/2, 040 17 Košice-Barca, IčO: 00696854",špecializované zariadenie,Fyzická osoba s Alzheimerovou chorobou;  fyzická osoba s demenciou;  fyzická osoba s organickým psychosyndrómom; Fyzická osoba s inými špecifickými ochoreniami; Fyzická osoba s Parkinsonovou chorobou,"Andraščíková 2, 04017 Košice-Barca",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,13,NULL,NULL,NULL,JUDr. Vojtech Hintoš,PhDr. Kristína Cibríková,16/12/2009 00:00,NULL,Košice,Košice,specialized institutions,ambulant,owned by self-governing region
769,"DOMKO - Domov sociálnych služieb, Park Mládeže 632/3, 040 01 Košice-Sever, IčO: 00696986",špecializované zariadenie,Fyzická osoba s pervazívnou vývinovou poruchou,"Park Mládeže 3, 04001 Košice",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,ambulantná,8,NULL,NULL,NULL,Ing. Vladimír Pauco,PhDr. Danica Klusková,01/07/2009 00:00,NULL,Košice,Košice,specialized institutions,ambulant,owned by self-governing region
56,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",denný stacionár,Zdravotne postihnutí občania,"Löfflerova 1488/2, 04001 Košice-Staré Mesto",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,12,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,daily stationary,ambulant,municipality owned
557,"Stredisko sociálnej pomoci mesta Košice, Garbiarska 1082/4, 040 01 Košice-Staré Mesto, IčO: 00696871",jedáleň,Fyzická osoba po dosiahnutí dôchodkového veku; Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Garbiarska 4, 04001 Košice-Staré Mesto",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Mgr. Zdena Sloviková,"JUDr.,PhDr. Martina Netolická",14/08/2009 00:00,NULL,Košice,Košice,canteen,ambulant,municipality owned
308,"Domov dôchodcov, Ružová 433/8, 076 31 Streda nad Bodrogom, IčO: 31943811",jedáleň,Seniori,"Ružová 433/8, 076 31 Streda nad Bodrogom",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Mgr. Monika Ballaová,Mgr. Monika Ballaová,18/09/2009 00:00,NULL,SK HOBO CORE,Streda nad Bodrogom,canteen,ambulant,municipality owned
717,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",komunitné centrum,Občania v krízovej situácii,"Adlerova 4, 04022 Košice-Dargovských hrdinov",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,community centre,ambulant,municipality owned
96,"VIA LUX - Domov sociálnych služieb a zariadenie pre senoirov, Andraščíkova 416/2, 040 17 Košice-Barca, IčO: 00696854",zariadenie pre seniorov,Fyzická osoba po dosiahnutí dôchodkového veku,"Andraščíkova 2, 04017 Košice-Barca",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,110,NULL,NULL,NULL,JUDr. Vojtech Hintoš,Ing. Agnesa čonková,16/12/2009 00:00,NULL,Košice,Košice,facility for seniors,residential,owned by self-governing region
529,"LUMEN - Špecializované zariadenie, zariadenie pre seniorov a domov sociálnych služieb, Jilemnického 1707/1, 075 01 Trebišov, IčO: 00035777",zariadenie pre seniorov,Fyzická osoba po dosiahnutí dôchodkového veku,"Jilemnického 1707/1, 075 01 Trebišov",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,50,NULL,NULL,NULL,PaedDr. Štefan čarný,"Ing.,Mgr. Erika Papáková",02/07/2009 00:00,NULL,Trebišov,Trebišov,facility for seniors,residential,owned by self-governing region
688,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",sociálne poradenstvo - špecializované,Občania v krízovej situácii,"Južná trieda 2301/23, 04001 Košice-Juh",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,social counselling - specialized,ambulant,municipality owned
610,"ARCUS - Špecializované zariadenie a zariadenie pre seniorov, Skladná 206/4, 040 01 Košice-Juh, IčO: 35538562",zariadenie pre seniorov,Fyzická osoba po dosiahnutí dôchodkového veku,"Skladná 4, 04001 Košice-Juh",Košický kraj,zriadený alebo založený vyšším územným celkom,neurčitý čas,pobytová - ročná,80,NULL,NULL,NULL,JUDr. Vojtech Hintoš,Mgr. Ružena Miňová,02/07/2009 00:00,NULL,Košice,Košice,facility for seniors,residential,owned by self-governing region
242,"Domov dôchodcov, Ružová 433/8, 076 31 Streda nad Bodrogom, IčO: 31943811",zariadenie pre seniorov,Seniori,"Ružová 433/8, 076 31 Streda nad Bodrogom",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,pobytová - ročná,40,NULL,NULL,NULL,Mgr. Monika Ballaová,Mgr. Monika Ballaová,18/09/2009 00:00,NULL,SK HOBO CORE,Streda nad Bodrogom,facility for seniors,residential,municipality owned
420,"Psychosociálne centrum, Löfflerova 1488/2, 040 01 Košice-Staré Mesto, IčO: 31996361",sociálne poradenstvo - základné,Zdravotne postihnutí občania,"Južná trieda 2301/23, 04001 Košice-Juh",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,ambulantná,NULL,NULL,NULL,NULL,Mgr. Beáta Horváthová,Mgr. Ľubomír Soľák,02/07/2009 00:00,NULL,Košice,Košice,social counselling - basic,ambulant,municipality owned
53,"ETP Slovensko - Centrum pre udržateľný rozvoj, Tajovského 737/1, 040 01 Košice-Staré Mesto, IčO: 31751245",nízkoprahová sociálna služba pre deti a rodinu,Rodiny s demi,"Tajovského 1, 04001 Košice-Staré Mesto",Košický kraj,neverejný poskytovateľ,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Ing. Veronika Poklembová PhD.,Mgr. Ľudmila Stašáková,07/06/2010 00:00,NULL,Košice,Košice,low-threshold social service for children and family,field,privately owned
727,"HOMO HOMINI, n. o. slovenský názov čLOVEK čLOVEKU, n. o. skrátený názov H.H., n. o., Karadžičova 4107/37, 811 09 Bratislava-Staré Mesto, IčO: 37924435",opatrovateľská služba,Seniori,Okres Košice I,Košický kraj,neverejný poskytovateľ,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Mgr. Božena Marienková,Ing. Mária Gamcová prof.,20/08/2009 00:00,NULL,Košice,Košice,nursing service,field,privately owned
723,"Mesto Košice, Trieda SNP 1280/48A, 040 11 Košice-Západ, IčO: 00691135",komunitné centrum,Občania v krízovej situácii; Rodiny s demi,"Krčméryho 2, 04011 Košice-Luník IX",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Ing. Jaroslav Polaček,Mgr. Igor Rolný,07/06/2010 00:00,NULL,Košice,Košice,community centre,field,municipality owned
561,"Obec Gyňov, čanianska 124/3, 044 14 Gyňov, IčO: 00324159",opatrovateľská služba,Seniori,"čanianska 124/3, 04414 Gyňov",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Bc. Denisa Vargová,Bc. Denisa Vargová,04/03/2010 00:00,NULL,SK HOBO CORE,Gyňov,nursing service,field,municipality owned
247,"Obec Hraň, Ulica SNP 165/39, 076 03 Hraň, IčO: 00331538",opatrovateľská služba,Seniori,"Ulica SNP 165/39, 076 03 Hraň",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Ing. Helena  Zuskáčová,Ing. Helena Zuskáčová,10/12/2009 00:00,NULL,SK HOBO CORE,Hraň,nursing service,field,municipality owned
158,"Obec Sirník, Hlavná 152/152, 076 03 Sirník, IčO: 00331902",opatrovateľská služba,Seniori,"Hlavná 152/152, 076 03 Sirník",Košický kraj,obec/mesto,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Viktor Kalán,Viktor Kalán,22/03/2012 00:00,NULL,SK HOBO CORE,Sirník,nursing service,field,municipality owned
262,"Stredisko sociálnej pomoci mesta Košice, Garbiarska 1082/4, 040 01 Košice-Staré Mesto, IčO: 00696871",monitorovanie a signalizácia potreby pomoci,Fyzická osoba po dosiahnutí dôchodkového veku,"Garbiarska 1082/4, 04001 Košice-Staré Mesto",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Mgr. Zdena Sloviková,"JUDr.,PhDr. Martina Netolická",14/08/2009 00:00,NULL,Košice,Košice,monitoring and signalling of the need for assistance,field,municipality owned
460,"Stredisko sociálnej pomoci mesta Košice, Garbiarska 1082/4, 040 01 Košice-Staré Mesto, IčO: 00696871",prepravná služba,Fyzická osoba s ažkým zdravotným postihnutím alebo nepriaznivým zdravotným stavom,"Garbiarska 1082/4, 04001 Košice-Staré Mesto",Košický kraj,zriadený alebo založený obcou/mestom,neurčitý čas,terénna,NULL,NULL,NULL,NULL,Mgr. Zdena Sloviková,"JUDr.,PhDr. Martina Netolická",14/08/2009 00:00,NULL,Košice,Košice,transport service,field,municipality owned
337,"DORKA, n. o., Hemerkova 1318/28, 040 23 Košice-Sídlisko KVP, IčO: 35582171",domov na polceste,Fyzické osoby v nepriaznivej životnej situácii,"Hemerkova 28, 04023 Košice-Sídlisko KVP",Košický kraj,neverejný poskytovateľ,určitý čas,pobytová - ročná,25,NULL,NULL,NULL,Ing. Jolana Šuleková,Mgr. Martin Cvik,14/08/2009 00:00,NULL,Košice,Košice,halfway home,residential,privately owned
431,"Mesto Trebišov, M. R. Štefánika 862/204, 075 01 Trebišov, IčO: 00331996",útulok,Občania v krízovej situácii,"Dopravná 2107/1, 07501 Trebišov",Košický kraj,obec/mesto,určitý čas,pobytová - ročná,15,NULL,NULL,NULL,PhDr. Marek čižmár,Mgr. Henrieta Demjanová,30/09/2009 00:00,NULL,Trebišov,Trebišov,shelter,residential,municipality owned
10,"Mestská čas Košice - Západ, Trieda SNP 800/39, 040 11 Košice-Západ, IčO: 00690970",zariadenie opatrovateľskej služby,Zdravotne postihnutí občania,"Laborecká 477/2, 04011 Košice-Západ",Košický kraj,obec/mesto,neurčitý čas,pobytová - ročná,12,NULL,NULL,NULL,Mgr. Marcel Vrchota,Mgr. Monika Karafová,22/12/2009 00:00,NULL,Košice,Košice,nursing care facility,residential,municipality owned
567,"Mestská čas Košice-Juh, Smetanova 522/4, 040 01 Košice-Juh, IčO: 00691046",zariadenie opatrovateľskej služby,Zdravotne postihnutí občania,"Mlynárska 2285/1, 04001 Košice-Juh",Košický kraj,obec/mesto,určitý čas,pobytová - ročná,13,NULL,NULL,NULL,JUDr. Jaroslav Hlinka,Mgr. Emil Kurčák,22/12/2009 00:00,NULL,Košice,Košice,nursing care facility,residential,municipality owned
