level_0,index,distance_km,distance_m,duration_h,duration_m,end_location,from_a,geocoder_status,id_cb,partial_match,place_id,start_location,to_b,types
42,0,50.6 km,50646,49 mins,2917,"{'lat': 48.53163, 'lng': 21.2539951}","076 13 Kazimír, Slovakia",OK,31,NULL,ChIJT-ojfJEsP0cRFm7RPNUd348,"{'lat': 48.5269205, 'lng': 21.5840868}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
43,0,68.6 km,68647,1 hour 1 min,3679,"{'lat': 48.53163, 'lng': 21.2539951}","076 03 Sirník, Slovakia",OK,31,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
44,0,56.0 km,56012,53 mins,3167,"{'lat': 48.53163, 'lng': 21.2539951}","076 14 Lastovce, Slovakia",OK,31,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
45,0,60.8 km,60832,55 mins,3306,"{'lat': 48.53163, 'lng': 21.2539951}","076 01 Kožuchov, Slovakia",OK,31,NULL,ChIJvTYXbwTVOEcRcG-XxtH3AAQ,"{'lat': 48.5658216, 'lng': 21.7249685}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
46,0,62.4 km,62387,58 mins,3474,"{'lat': 48.53163, 'lng': 21.2539951}","076 01 Zemplínske Hradište, Slovakia",OK,31,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
47,0,62.7 km,62737,57 mins,3417,"{'lat': 48.53163, 'lng': 21.2539951}","076 02 Novosad, Slovakia",OK,31,NULL,ChIJ8x4lUznUOEcRgHCXxtH3AAQ,"{'lat': 48.5252548, 'lng': 21.7412231}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
48,0,65.6 km,65571,1 hour 9 mins,4168,"{'lat': 48.53163, 'lng': 21.2539951}","076 35 Somotor, Slovakia",OK,31,NULL,ChIJYyKXz0jFOEcRrqnzzvy2bzc,"{'lat': 48.4036921, 'lng': 21.8110298}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
49,0,60.1 km,60140,54 mins,3258,"{'lat': 48.53163, 'lng': 21.2539951}","076 15 Veľaty, Slovakia",OK,31,NULL,ChIJMVoOqGfTOEcR8HqXxtH3AAQ,"{'lat': 48.5213347, 'lng': 21.6614968}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
50,0,55.0 km,55030,52 mins,3099,"{'lat': 48.53163, 'lng': 21.2539951}","076 16 Zemplínska Nová Ves, Slovakia",OK,31,NULL,ChIJifs3q9TUOEcRIQHYsL71Kgo,"{'lat': 48.5769724, 'lng': 21.6680537}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
51,0,75.4 km,75394,1 hour 8 mins,4073,"{'lat': 48.53163, 'lng': 21.2539951}","076 34 Zemplín, Slovakia",OK,31,NULL,ChIJy2vPrWvQOEcR4HuXxtH3AAQ,"{'lat': 48.4390045, 'lng': 21.8123414}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
52,0,41.2 km,41173,40 mins,2370,"{'lat': 48.53163, 'lng': 21.2539951}","076 64 Zemplínska Teplica, Slovakia",OK,31,NULL,ChIJAxgEl1zWPkcRAHyXxtH3AAQ,"{'lat': 48.64611619999999, 'lng': 21.5738705}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
53,0,3.0 km,2969,4 mins,222,"{'lat': 48.53163, 'lng': 21.2539951}","044 58 Kechnec, Slovakia",OK,31,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
54,0,49.9 km,49874,47 mins,2794,"{'lat': 48.53163, 'lng': 21.2539951}","075 01 Plechotice, Slovakia",OK,31,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
55,0,70.4 km,70443,1 hour 3 mins,3773,"{'lat': 48.53163, 'lng': 21.2539951}","076 05 Brehov, Slovakia",OK,31,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
56,0,7.0 km,6965,9 mins,534,"{'lat': 48.53163, 'lng': 21.2539951}","044 58 Belža, Slovakia",OK,31,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
57,0,53.2 km,53247,49 mins,2969,"{'lat': 48.53163, 'lng': 21.2539951}","076 16 Stanča, Slovakia",OK,31,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
58,0,69.9 km,69866,1 hour 3 mins,3788,"{'lat': 48.53163, 'lng': 21.2539951}","076 05 Cejkov, Slovakia",OK,31,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
59,0,51.1 km,51062,48 mins,2881,"{'lat': 48.53163, 'lng': 21.2539951}","076 17 Nižný Žipov, Slovakia",OK,31,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
60,0,46.0 km,45994,42 mins,2546,"{'lat': 48.53163, 'lng': 21.2539951}","075 01 Egreš, Slovakia",OK,31,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
61,0,47.8 km,47823,47 mins,2809,"{'lat': 48.53163, 'lng': 21.2539951}","076 12 Brezina, Slovakia",OK,31,NULL,ChIJzyqPvIwrP0cREG6XxtH3AAQ,"{'lat': 48.5493659, 'lng': 21.5529881}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
62,0,44.0 km,44004,43 mins,2553,"{'lat': 48.53163, 'lng': 21.2539951}","076 12 Kuzmice, Slovakia",OK,31,NULL,ChIJNVvXhsQrP0cRsG-XxtH3AAQ,"{'lat': 48.57881829999999, 'lng': 21.5701717}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
63,0,41.4 km,41355,40 mins,2393,"{'lat': 48.53163, 'lng': 21.2539951}","076 12 Slivník, Slovakia",OK,31,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
64,0,54.6 km,54592,53 mins,3156,"{'lat': 48.53163, 'lng': 21.2539951}","076 14 Michaľany, Slovakia",OK,31,NULL,ChIJI6oUfUnTOEcRYHCXxtH3AAQ,"{'lat': 48.5137583, 'lng': 21.6213664}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
65,0,41.9 km,41876,53 mins,3176,"{'lat': 48.53163, 'lng': 21.2539951}","076 13 Byšta, Slovakia",OK,31,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
66,0,57.0 km,57014,55 mins,3292,"{'lat': 48.53163, 'lng': 21.2539951}","076 14 Luhyňa, Slovakia",OK,31,NULL,ChIJnxBS2-HSOEcRAHCXxtH3AAQ,"{'lat': 48.4892938, 'lng': 21.6367137}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
67,0,59.2 km,59189,1 hour 4 mins,3855,"{'lat': 48.53163, 'lng': 21.2539951}","076 31 Viničky, Slovakia",OK,31,NULL,ChIJFZLcOLbPOEcRcHuXxtH3AAQ,"{'lat': 48.3985485, 'lng': 21.7434795}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
68,0,65.0 km,64953,1 hour 12 mins,4300,"{'lat': 48.53163, 'lng': 21.2539951}","076 31 Klin nad Bodrogom, Slovakia",OK,31,NULL,ChIJ5b3pFxDPOEcRcByXxtH3AAQ,"{'lat': 48.38402869999999, 'lng': 21.7245537}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
69,0,62.9 km,62884,1 hour 8 mins,4073,"{'lat': 48.53163, 'lng': 21.2539951}","076 34 Ladmovce, Slovakia",OK,31,NULL,ChIJJxfGE-PPOEcR0G-XxtH3AAQ,"{'lat': 48.4122298, 'lng': 21.78117}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
70,0,66.0 km,66016,1 hour 12 mins,4303,"{'lat': 48.53163, 'lng': 21.2539951}","076 36 Malý Kamenec, Slovakia",OK,31,NULL,ChIJqZby-sbFOEcRQHCXxtH3AAQ,"{'lat': 48.3520822, 'lng': 21.7895763}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
71,0,61.8 km,61815,1 hour 8 mins,4084,"{'lat': 48.53163, 'lng': 21.2539951}","076 31 Streda nad Bodrogom, Slovakia",OK,31,NULL,ChIJJ0VPX2LPOEcRwHqXxtH3AAQ,"{'lat': 48.3795523, 'lng': 21.7579633}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
72,0,68.5 km,68469,1 hour 13 mins,4354,"{'lat': 48.53163, 'lng': 21.2539951}","076 36 Veľký Kamenec, Slovakia",OK,31,NULL,ChIJ3SlBz63FOEcRYHuXxtH3AAQ,"{'lat': 48.3615966, 'lng': 21.8059011}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
73,0,23.7 km,23733,24 mins,1441,"{'lat': 48.53163, 'lng': 21.2539951}","040 18 Nižná Hutka, Slovakia",OK,31,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
74,0,16.4 km,16432,16 mins,967,"{'lat': 48.53163, 'lng': 21.2539951}","044 10 Geča, Slovakia",OK,31,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
76,0,22.0 km,22000,23 mins,1378,"{'lat': 48.53163, 'lng': 21.2539951}","044 13 Kokšov-Bakša, Slovakia",OK,31,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
77,0,18.8 km,18799,18 mins,1085,"{'lat': 48.53163, 'lng': 21.2539951}","044 11 Skároš, Slovakia",OK,31,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
79,0,42.2 km,42185,39 mins,2335,"{'lat': 48.53163, 'lng': 21.2539951}","044 81 Trebejov, Slovakia",OK,31,NULL,ChIJfXnjQcLlPkcRsEmXxtH3AAQ,"{'lat': 48.8351976, 'lng': 21.2194749}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
80,0,23.6 km,23625,24 mins,1458,"{'lat': 48.53163, 'lng': 21.2539951}","044 15 Vyšná Myšľa, Slovakia",OK,31,NULL,ChIJYXzteQcnP0cRUEqXxtH3AAQ,"{'lat': 48.6342772, 'lng': 21.3876045}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
81,0,16.0 km,15979,15 mins,929,"{'lat': 48.53163, 'lng': 21.2539951}","044 11 Ždaňa, Slovakia",OK,31,NULL,ChIJv48v2Y0mP0cRoEqXxtH3AAQ,"{'lat': 48.6023307, 'lng': 21.3466906}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
82,0,69.9 km,69867,1 hour 13 mins,4400,"{'lat': 48.53163, 'lng': 21.2539951}","076 35 Svätá Mária, Slovakia",OK,31,NULL,ChIJ37sfvYbaOEcRwG2XxtH3AAQ,"{'lat': 48.4326836, 'lng': 21.8440886}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
84,0,25.9 km,25886,26 mins,1557,"{'lat': 48.53163, 'lng': 21.2539951}","040 18 Vyšná Hutka, Slovakia",OK,31,NULL,ChIJTYve2lHfPkcRMEqXxtH3AAQ,"{'lat': 48.6754422, 'lng': 21.3541875}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
85,0,74.1 km,74148,1 hour 17 mins,4624,"{'lat': 48.53163, 'lng': 21.2539951}","076 37 Rad, Slovakia",OK,31,NULL,ChIJ84hUaVjaOEcREHGXxtH3AAQ,"{'lat': 48.4635379, 'lng': 21.8575394}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
86,0,1.8 km,1775,3 mins,176,"{'lat': 48.53163, 'lng': 21.2539951}","044 58 Milhosť, Slovakia",OK,31,NULL,ChIJz0P0LaMkP0cR5QA6U2scEFw,"{'lat': 48.5393829, 'lng': 21.2681549}","Milhosť 124, 044 58 Milhosť, Slovakia",locality
0,0,30.7 km,30709,26 mins,1549,"{'lat': 48.5324485, 'lng': 21.2521081}","044 41 Sady nad Torysou, Slovakia",OK,32,NULL,ChIJ9V21E-PePkcREEmXxtH3AAQ,"{'lat': 48.70756069999999, 'lng': 21.3458681}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
1,0,65.0 km,64983,1 hour 4 mins,3816,"{'lat': 48.5324485, 'lng': 21.2521081}","076 82 Malá Tŕňa, Slovakia",OK,32,NULL,ChIJZTkRKxfSOEcR8Ek92zVxxrI,"{'lat': 48.4558008, 'lng': 21.6826166}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
2,0,66.3 km,66348,1 hour 5 mins,3905,"{'lat': 48.5324485, 'lng': 21.2521081}","076 82 Veľká Tŕňa, Slovakia",OK,32,NULL,ChIJM3u3MEjSOEcRQByXxtH3AAQ,"{'lat': 48.46778399999999, 'lng': 21.6785942}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
3,0,38.7 km,38723,31 mins,1868,"{'lat': 48.5324485, 'lng': 21.2521081}","044 31 Družstevná pri Hornáde, Slovakia",OK,32,NULL,ChIJN-oTAO7mPkcRoEWXxtH3AAQ,"{'lat': 48.8050428, 'lng': 21.2487383}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
4,0,46.5 km,46542,35 mins,2117,"{'lat': 48.5324485, 'lng': 21.2521081}","044 81 Kysak, Slovakia",OK,32,NULL,ChIJq9KJX5nlPkcRIEeXxtH3AAQ,"{'lat': 48.85345479999999, 'lng': 21.2209916}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
5,0,44.8 km,44789,33 mins,1957,"{'lat': 48.5324485, 'lng': 21.2521081}","044 81 Obišovce, Slovakia",OK,32,NULL,ChIJCShAGGHvPkcRIEiXxtH3AAQ,"{'lat': 48.8619214, 'lng': 21.2381107}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
6,0,37.4 km,37430,34 mins,2043,"{'lat': 48.5324485, 'lng': 21.2521081}","044 31 Sokoľ, Slovakia",OK,32,NULL,ChIJ07jXBzfkPkcRcEmXxtH3AAQ,"{'lat': 48.8134089, 'lng': 21.219625}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
7,0,22.6 km,22557,16 mins,958,"{'lat': 48.5324485, 'lng': 21.2521081}","044 14 Čaňa, Slovakia",OK,32,NULL,ChIJF2wUr0whP0cRUEWXxtH3AAQ,"{'lat': 48.6070779, 'lng': 21.3248705}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
19,0,20.8 km,20770,15 mins,895,"{'lat': 48.5324485, 'lng': 21.2521081}","044 57 Sokoľany, Slovakia",OK,32,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
8,0,63.4 km,63437,1 hour 5 mins,3874,"{'lat': 48.5324485, 'lng': 21.2521081}","044 81 Veľká Lodina, Slovakia",OK,32,NULL,ChIJnb6rjkHlPkcREEqXxtH3AAQ,"{'lat': 48.859691, 'lng': 21.1566}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
20,0,6.0 km,6006,6 mins,368,"{'lat': 48.5324485, 'lng': 21.2521081}","044 58 Seňa, Slovakia",OK,32,NULL,ChIJM0LcHJojP0cRIEmXxtH3AAQ,"{'lat': 48.5587686, 'lng': 21.2570684}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
9,0,35.1 km,35071,31 mins,1868,"{'lat': 48.5324485, 'lng': 21.2521081}","044 31 Kostoľany nad Hornádom, Slovakia",OK,32,NULL,ChIJC9idzLHmPkcR0JOXxtH3AAQ,"{'lat': 48.7979011, 'lng': 21.2417211}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
10,0,43.0 km,43015,38 mins,2259,"{'lat': 48.5324485, 'lng': 21.2521081}","044 17 Slančík, Slovakia",OK,32,NULL,ChIJX5KcsvPXPkcRADOXxtH3AAQ,"{'lat': 48.6621688, 'lng': 21.4890466}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
11,0,35.2 km,35152,29 mins,1767,"{'lat': 48.5324485, 'lng': 21.2521081}","044 16 Blažice, Slovakia",OK,32,NULL,ChIJT36RkI7YPkcRwESXxtH3AAQ,"{'lat': 48.6668055, 'lng': 21.4112279}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
12,0,46.6 km,46578,40 mins,2387,"{'lat': 48.5324485, 'lng': 21.2521081}","044 18 Kalša, Slovakia",OK,32,NULL,ChIJ2e8wVrcpP0cRgEaXxtH3AAQ,"{'lat': 48.61325600000001, 'lng': 21.5272425}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
13,0,33.8 km,33761,27 mins,1646,"{'lat': 48.5324485, 'lng': 21.2521081}","044 16 Bohdanovce, Slovakia",OK,32,NULL,ChIJM6XednwnP0cR0ESXxtH3AAQ,"{'lat': 48.6565105, 'lng': 21.4011463}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
14,0,60.2 km,60208,1 hour 1 min,3666,"{'lat': 48.5324485, 'lng': 21.2521081}","044 32 Malá Lodina, Slovakia",OK,32,TRUE,ChIJn6eUZpT6PkcRQEeXxtH3AAQ,"{'lat': 48.8781217, 'lng': 21.1333697}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
15,0,27.8 km,27830,22 mins,1311,"{'lat': 48.5324485, 'lng': 21.2521081}","044 15 Nižná Myšľa, Slovakia",OK,32,NULL,ChIJ5bEuk-EmP0cRHRDVUUjrJXk,"{'lat': 48.6258608, 'lng': 21.3635053}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
16,0,18.8 km,18772,13 mins,784,"{'lat': 48.5324485, 'lng': 21.2521081}","044 57 Haniska, Slovakia",OK,32,NULL,ChIJM3BgxQohP0cRIrKOWJFUB44,"{'lat': 48.6157687, 'lng': 21.2539912}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
17,0,36.2 km,36234,32 mins,1897,"{'lat': 48.5324485, 'lng': 21.2521081}","044 19 Olšovany, Slovakia",OK,32,NULL,ChIJubPMVSHZPkcRwe8Eq1BRqAU,"{'lat': 48.70544719999999, 'lng': 21.4123574}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
18,0,29.2 km,29199,28 mins,1704,"{'lat': 48.5324485, 'lng': 21.2521081}","044 41 Košická Polianka, Slovakia",OK,32,NULL,ChIJcZwqxz7fPkcR4EaXxtH3AAQ,"{'lat': 48.6928202, 'lng': 21.3477367}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
73,0,27.8 km,27787,25 mins,1495,"{'lat': 48.5324485, 'lng': 21.2521081}","040 18 Nižná Hutka, Slovakia",OK,32,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
21,0,33.8 km,33769,28 mins,1656,"{'lat': 48.5324485, 'lng': 21.2521081}","044 16 Nižný Čaj, Slovakia",OK,32,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
22,0,44.2 km,44178,38 mins,2288,"{'lat': 48.5324485, 'lng': 21.2521081}","044 17 Nový Salaš, Slovakia",OK,32,NULL,ChIJZythrlcoP0cREEiXxtH3AAQ,"{'lat': 48.6114099, 'lng': 21.4742923}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
23,0,40.6 km,40645,34 mins,2032,"{'lat': 48.5324485, 'lng': 21.2521081}","044 17 Slanec, Slovakia",OK,32,NULL,ChIJ79PVnA8oP0cRQEmXxtH3AAQ,"{'lat': 48.6363025, 'lng': 21.4782392}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
24,0,36.2 km,36193,30 mins,1775,"{'lat': 48.5324485, 'lng': 21.2521081}","044 16 Rákoš, Slovakia",OK,32,NULL,ChIJk5q-b5MnP0cRsEiXxtH3AAQ,"{'lat': 48.645437, 'lng': 21.4268465}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
25,0,44.2 km,44161,37 mins,2202,"{'lat': 48.5324485, 'lng': 21.2521081}","044 18 Slanské Nové Mesto, Slovakia",OK,32,NULL,ChIJ2wYw2rfXPkcRYEmXxtH3AAQ,"{'lat': 48.6294657, 'lng': 21.5238409}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
27,0,37.6 km,37648,31 mins,1883,"{'lat': 48.5324485, 'lng': 21.2521081}","044 19 Ruskov, Slovakia",OK,32,NULL,ChIJzx5uKUTYPkcRAEmXxtH3AAQ,"{'lat': 48.6818232, 'lng': 21.432293}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
28,0,46.3 km,46263,41 mins,2473,"{'lat': 48.5324485, 'lng': 21.2521081}","044 17 Slanská Huta, Slovakia",OK,32,NULL,ChIJq3_8zyIpP0cRUEmXxtH3AAQ,"{'lat': 48.59683099999999, 'lng': 21.4669967}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
29,0,36.4 km,36447,31 mins,1842,"{'lat': 48.5324485, 'lng': 21.2521081}","044 16 Vyšný Čaj, Slovakia",OK,32,NULL,ChIJAxHHHsDYPkcRVVSkcPpdcaM,"{'lat': 48.68367990000001, 'lng': 21.3993708}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
30,0,70.9 km,70894,1 hour 1 min,3633,"{'lat': 48.5324485, 'lng': 21.2521081}","076 02 Kysta, Slovakia",OK,32,NULL,ChIJ91DogfLTOEcRwG-XxtH3AAQ,"{'lat': 48.515171, 'lng': 21.7207349}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
31,0,67.4 km,67392,56 mins,3378,"{'lat': 48.5324485, 'lng': 21.2521081}","076 02 Zemplínsky Branč, Slovakia",OK,32,NULL,ChIJZc9o80TUOEcRE2yQCCVTAVw,"{'lat': 48.54341549999999, 'lng': 21.7218901}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
32,0,70.1 km,70070,59 mins,3557,"{'lat': 48.5324485, 'lng': 21.2521081}","076 15 Hrčeľ, Slovakia",OK,32,NULL,ChIJs_2RhIDTOEcREG-XxtH3AAQ,"{'lat': 48.5228001, 'lng': 21.6879165}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
33,0,74.1 km,74127,1 hour 2 mins,3730,"{'lat': 48.5324485, 'lng': 21.2521081}","076 02 Kašov, Slovakia",OK,32,NULL,ChIJF3LaO1zROEcR0UGn2P-GttI,"{'lat': 48.4905361, 'lng': 21.7424947}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
34,0,74.6 km,74647,1 hour 2 mins,3749,"{'lat': 48.5324485, 'lng': 21.2521081}","076 05 Zemplínske Jastrabie, Slovakia",OK,32,NULL,ChIJw2nTBjDROEcRnw1e__MI2Lo,"{'lat': 48.498037, 'lng': 21.7764395}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
35,0,70.3 km,70336,1 hour 11 mins,4265,"{'lat': 48.5324485, 'lng': 21.2521081}","076 32 Bara, Slovakia",OK,32,NULL,ChIJ02z3xijOOEcRkG2XxtH3AAQ,"{'lat': 48.4281733, 'lng': 21.7164626}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
36,0,56.6 km,56566,48 mins,2855,"{'lat': 48.5324485, 'lng': 21.2521081}","076 17 Čeľovce, Slovakia",OK,32,NULL,ChIJyU5Ki2EqP0cRenCcMgWzVgw,"{'lat': 48.6028631, 'lng': 21.6274274}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
37,0,71.4 km,71401,1 hour 11 mins,4287,"{'lat': 48.5324485, 'lng': 21.2521081}","076 32 Černochov, Slovakia",OK,32,NULL,ChIJqb98wMHROEcRYG6XxtH3AAQ,"{'lat': 48.4394042, 'lng': 21.7333807}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
38,0,68.9 km,68914,1 hour 2 mins,3705,"{'lat': 48.5324485, 'lng': 21.2521081}","076 81 Čerhov, Slovakia",OK,32,NULL,ChIJcWdETYrSOEcRUG6XxtH3AAQ,"{'lat': 48.461586, 'lng': 21.6406034}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
39,0,75.8 km,75842,1 hour 5 mins,3893,"{'lat': 48.5324485, 'lng': 21.2521081}","076 03 Hraň, Slovakia",OK,32,NULL,ChIJQ7k1_3zWOEcRAG-XxtH3AAQ,"{'lat': 48.5447147, 'lng': 21.7887945}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
40,0,62.1 km,62096,1 hour 1 min,3685,"{'lat': 48.5324485, 'lng': 21.2521081}","076 33 Slovenské Nové Mesto, Slovakia",OK,32,NULL,ChIJ7S2pYHPOOEcRcHqXxtH3AAQ,"{'lat': 48.40054019999999, 'lng': 21.669215}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
41,0,65.0 km,64966,1 hour 4 mins,3861,"{'lat': 48.5324485, 'lng': 21.2521081}","076 32 Borša, Slovakia",OK,32,NULL,ChIJ_8pRkVPOOEcR91uFAGsl-ck,"{'lat': 48.3953271, 'lng': 21.7071432}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
42,0,59.1 km,59133,52 mins,3090,"{'lat': 48.5324485, 'lng': 21.2521081}","076 13 Kazimír, Slovakia",OK,32,NULL,ChIJT-ojfJEsP0cRFm7RPNUd348,"{'lat': 48.5269205, 'lng': 21.5840868}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
43,0,77.1 km,77134,1 hour 4 mins,3852,"{'lat': 48.5324485, 'lng': 21.2521081}","076 03 Sirník, Slovakia",OK,32,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
44,0,64.5 km,64499,56 mins,3340,"{'lat': 48.5324485, 'lng': 21.2521081}","076 14 Lastovce, Slovakia",OK,32,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
45,0,69.3 km,69319,58 mins,3479,"{'lat': 48.5324485, 'lng': 21.2521081}","076 01 Kožuchov, Slovakia",OK,32,NULL,ChIJvTYXbwTVOEcRcG-XxtH3AAQ,"{'lat': 48.5658216, 'lng': 21.7249685}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
46,0,70.9 km,70874,1 hour 1 min,3647,"{'lat': 48.5324485, 'lng': 21.2521081}","076 01 Zemplínske Hradište, Slovakia",OK,32,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","Milhosť 123, 044 58 Milhosť, Slovakia",locality
